"Munícipio","Região Administrativa","Ano","Porte","i-Educ","i-Saúde","i-Planejamento","i-Fiscal","i-Amb","i-Cidade","i-Gov-TI","IEGM","Receita","Despesa","Habitantes"
"Avaí","Região Administrativa de Bauru","2017","Pequeno","C+","B","C","C","C","C","C","C","R$ 17,999,635.32","R$ 18,277,667.00","5337"
"Avaí","Região Administrativa de Bauru","2016","Pequeno","C+","C+","C","C+","C","C","C","C","R$ 18,052,372.02","R$ 18,942,695.80","5158"
"Avaí","Região Administrativa de Bauru","2015","Pequeno","B","C","C","C+","C","C","C","C","R$ 17,431,488.23","R$ 18,072,992.39","5126"
"Bady Bassitt","Região Administrativa de São José do Rio Preto","2014","Pequeno","B+","A","B+","B","B+","C","B","B+","R$ 47,362,401.58","R$ 41,356,730.37","15396"
"Bady Bassitt","Região Administrativa de São José do Rio Preto","2015","Pequeno","B","A","B+","B+","B","C","B","B+","R$ 51,822,845.59","R$ 45,361,624.19","15609"
"Bady Bassitt","Região Administrativa de São José do Rio Preto","2017","Pequeno","C+","B+","C","C+","B","C","B","C+","R$ 58,807,010.15","R$ 55,030,854.03","16843"
"Bady Bassitt","Região Administrativa de São José do Rio Preto","2016","Pequeno","B","A","B","B+","B+","C","B","B+","R$ 59,291,161.68","R$ 51,872,144.50","15750"
"Balbinos","Região Administrativa de Bauru","2016","Muito Pequeno","C","B","B","B","C","C","C","C+","R$ 13,718,253.16","R$ 13,828,350.02","3695"
"Balbinos","Região Administrativa de Bauru","2014","Muito Pequeno","B+","B","B+","C+","C","C","C","B","R$ 13,094,548.52","R$ 14,180,419.29","3688"
"Balbinos","Região Administrativa de Bauru","2015","Muito Pequeno","C","B","B","B","C","C","C","C+","R$ 12,297,045.17","R$ 12,626,494.71","3691"
"Balbinos","Região Administrativa de Bauru","2017","Pequeno","C","B","C","C","C","C","C","C","R$ 13,156,373.24","R$ 14,052,144.24","5188"
"Bananal","Região Administrativa de São José dos Campos","2014","Pequeno","B","B+","C+","B","C","C+","B+","B","R$ 27,426,591.56","R$ 29,447,673.60","10382"
"Bananal","Região Administrativa de São José dos Campos","2017","Pequeno","C","B","C","C+","C","C+","C+","C","R$ 31,038,153.17","R$ 32,137,753.66","10867"
"Bananal","Região Administrativa de São José dos Campos","2016","Pequeno","C","B+","C","B","C","B","C+","C","R$ 31,764,911.78","R$ 32,839,405.45","10468"
"Bananal","Região Administrativa de São José dos Campos","2015","Pequeno","B+","B+","C","C+","C","B","C","C+","R$ 29,219,168.53","R$ 29,805,769.95","10423"
"Barbosa","Região Administrativa de Araçatuba","2016","Pequeno","C","B","C+","B+","B","C","C+","C+","R$ 20,164,246.32","R$ 19,609,796.34","7002"
"Barbosa","Região Administrativa de Araçatuba","2015","Pequeno","C","B","C","B+","B","C","C+","C+","R$ 18,575,283.55","R$ 18,575,685.32","6934"
"Barbosa","Região Administrativa de Araçatuba","2014","Pequeno","C","B+","B","B","B","C+","B","B","R$ 19,185,469.97","R$ 18,194,479.57","6863"
"Barbosa","Região Administrativa de Araçatuba","2017","Pequeno","C","B","C","C","C+","C","C","C","R$ 20,433,779.85","R$ 20,923,630.05","7251"
"Bariri","Região Administrativa de Bauru","2015","Médio","C+","B+","B","B+","A","C+","B+","B","R$ 80,634,225.14","R$ 82,385,840.74","32872"
"Bariri","Região Administrativa de Bauru","2016","Médio","B+","B","B+","B+","A","C","B+","B+","R$ 87,163,077.48","R$ 88,421,028.25","33093"
"Bariri","Região Administrativa de Bauru","2017","Médio","B","B","C+","B","A","A","B+","B","R$ 93,203,287.16","R$ 92,915,849.17","34602"
"Bariri","Região Administrativa de Bauru","2014","Médio","A","B+","C+","B","B+","B","A","B","R$ 79,990,686.33","R$ 76,735,312.50","32606"
"Barra Bonita","Região Administrativa de Bauru","2016","Médio","C+","C+","B+","B","B+","C","C+","B","R$ 98,952,955.54","R$ 102,024,122.12","35029"
"Barra Bonita","Região Administrativa de Bauru","2015","Médio","C+","B","B","B+","B","C","B","B","R$ 87,017,676.15","R$ 90,148,581.32","35058"
"Barra Bonita","Região Administrativa de Bauru","2014","Médio","B+","B+","B","B+","C+","C","B","B","R$ 85,451,483.81","R$ 90,889,629.38","35096"
"Barra Bonita","Região Administrativa de Bauru","2017","Médio","C+","B","B","B","B+","C+","C+","B","R$ 104,582,226.04","R$ 103,440,071.60","36331"
"Barra do Chapéu","Região Administrativa de Itapeva","2015","Pequeno","B+","B+","C+","C+","C","C","C","C+","R$ 14,716,517.10","R$ 15,220,671.00","5380"
"Barra do Chapéu","Região Administrativa de Itapeva","2016","Pequeno","C","B","C+","B","C","B","C","C","R$ 16,384,712.44","R$ 16,459,832.30","5409"
"Barra do Chapéu","Região Administrativa de Itapeva","2014","Pequeno","A","B+","C","B","C","C","C","B","R$ 16,427,563.24","R$ 16,879,972.82","5352"
"Barra do Chapéu","Região Administrativa de Itapeva","2017","Pequeno","C","B","C","C","C","B","C","C","R$ 16,833,643.19","R$ 17,122,534.29","5653"
"Barra do Turvo","Região Administrativa de Registro","2014","Pequeno","B+","B+","B+","B+","C","B","B","B","R$ 27,976,373.34","R$ 32,434,806.13","7674"
"Barra do Turvo","Região Administrativa de Registro","2016","Pequeno","C","B","B","B","C+","B","C","C+","R$ 28,580,021.03","R$ 27,794,668.34","7665"
"Barra do Turvo","Região Administrativa de Registro","2017","Pequeno","C","C+","C","B","C","C+","C","C","R$ 32,002,474.41","R$ 32,005,271.99","7781"
"Barra do Turvo","Região Administrativa de Registro","2015","Pequeno","C","B","C","B","C","B","C","C","R$ 28,443,076.78","R$ 31,979,812.50","7659"
"Barretos","Região Administrativa de Barretos","2017","Médio","B","B","C","C+","B","B","B","B","R$ 499,291,530.31","R$ 543,578,566.44","120638"
"Barretos","Região Administrativa de Barretos","2015","Médio","A","B+","C+","B","B","C+","B","B","R$ 445,323,071.83","R$ 461,818,467.32","115378"
"Barretos","Região Administrativa de Barretos","2014","Médio","A","B+","C","B+","B","B+","B","B","R$ 435,347,437.97","R$ 407,671,945.28","114701"
"Barretos","Região Administrativa de Barretos","2016","Médio","B+","B+","B+","B","B","C+","B","B","R$ 471,225,347.21","R$ 506,592,064.49","115907"
"Barrinha","Região Administrativa de Ribeirão Preto","2015","Médio","B+","B","C","B","C","C","C","C+","R$ 63,203,834.44","R$ 63,547,039.24","30463"
"Barrinha","Região Administrativa de Ribeirão Preto","2017","Médio","C+","B","C","B","C","C","C+","C+","R$ 74,683,628.13","R$ 72,594,767.74","31921"
"Barrinha","Região Administrativa de Ribeirão Preto","2014","Médio","B+","B+","C","B","C","C","C","B","R$ 61,051,023.85","R$ 65,561,898.10","30051"
"Barrinha","Região Administrativa de Ribeirão Preto","2016","Médio","B","B","C","B+","C","C","C","C+","R$ 68,515,061.64","R$ 66,637,979.58","30829"
"Barueri","Região Metropolitana de São Paulo","2014","Grande","A","B+","A","B+","B+","A","B+","B+","R$ 2,035,783,482.88","R$ 1,951,412,819.34","250477"
"Barueri","Região Metropolitana de São Paulo","2015","Grande","B","B+","C","B+","B+","A","B+","B","R$ 2,215,628,101.63","R$ 2,076,592,347.35","253047"
"Barueri","Região Metropolitana de São Paulo","2016","Grande","B+","B+","C","B+","B+","A","B+","B","R$ 2,395,294,345.95","R$ 2,220,599,017.38","255276"
"Barueri","Região Metropolitana de São Paulo","2017","Grande","C+","B+","C+","B","B","A","B+","C+","R$ 2,574,635,914.14","R$ 2,450,130,787.23","267534"
"Barão de Antonina","Região Administrativa de Itapeva","2014","Muito Pequeno","B","B","C+","B+","C+","C","C","B","R$ 12,693,401.77","R$ 11,985,120.40","3220"
"Barão de Antonina","Região Administrativa de Itapeva","2016","Muito Pequeno","B","C+","B","B+","B","C","C","B","R$ 14,209,109.34","R$ 14,026,865.66","3274"
"Barão de Antonina","Região Administrativa de Itapeva","2017","Muito Pequeno","C+","C","B","C+","B","C+","C","C+","R$ 14,140,606.77","R$ 14,126,961.88","3406"
"Barão de Antonina","Região Administrativa de Itapeva","2015","Muito Pequeno","B+","C+","C","B+","B","C","C","C+","R$ 13,195,106.43","R$ 13,179,286.29","3247"
"Bastos","Região Administrativa de Marília","2017","Médio","C","B+","C","B+","B","C+","C+","B","R$ 51,267,765.20","R$ 50,419,740.43","21073"
"Bastos","Região Administrativa de Marília","2016","Médio","B","B+","B","B+","B+","C","C+","B","R$ 51,122,694.99","R$ 49,326,061.31","20267"
"Bastos","Região Administrativa de Marília","2015","Médio","B","B","C+","B","C+","C","C+","B","R$ 46,573,776.28","R$ 45,955,440.72","20259"
"Bastos","Região Administrativa de Marília","2014","Médio","B+","B+","C","B","B","C","B+","B","R$ 45,378,210.85","R$ 45,930,321.50","20296"
"Batatais","Região Administrativa de Franca","2016","Médio","B","B","C","B","C","C","B","C+","R$ 154,098,885.39","R$ 162,663,820.76","58821"
"Batatais","Região Administrativa de Franca","2014","Médio","A","B+","C","B+","B+","C+","B+","B","R$ 134,590,380.62","R$ 135,068,824.70","58060"
"Batatais","Região Administrativa de Franca","2017","Médio","B","B+","C","B","C+","B+","B","C+","R$ 158,828,017.48","R$ 157,203,015.25","61480"
"Batatais","Região Administrativa de Franca","2015","Médio","B","C+","C","B+","C+","C","B","C+","R$ 144,446,638.43","R$ 148,488,303.06","58475"
"Bauru","Região Administrativa de Bauru","2014","Grande","A","B","C","B","B","B+","A","B","R$ 988,154,174.77","R$ 927,963,329.91","352654"
"Bauru","Região Administrativa de Bauru","2017","Grande","B","B+","C","B","B+","B+","B+","B","R$ 1,237,347,834.81","R$ 1,172,323,484.83","371690"
"Bauru","Região Administrativa de Bauru","2016","Grande","B","A","C","B","B+","B+","A","B","R$ 1,183,925,895.98","R$ 1,105,538,228.32","356769"
"Bauru","Região Administrativa de Bauru","2015","Grande","B+","B+","C","B+","B","C","B+","B","R$ 1,053,358,013.68","R$ 999,227,660.52","354928"
"Bebedouro","Região Administrativa de Barretos","2016","Médio","B+","A","C","B","C+","A","B","B","R$ 236,730,179.20","R$ 246,326,531.81","74593"
"Bebedouro","Região Administrativa de Barretos","2017","Médio","B","B+","C","C","B","A","C","C+","R$ 250,832,063.72","R$ 262,944,139.55","77761"
"Bebedouro","Região Administrativa de Barretos","2014","Médio","A","B+","C","C+","B","B+","C+","B","R$ 195,616,649.74","R$ 206,301,109.72","74769"
"Bebedouro","Região Administrativa de Barretos","2015","Médio","B+","A","C","B","C","A","B","B","R$ 215,303,491.30","R$ 209,542,095.62","74703"
"Bento de Abreu","Região Administrativa de Araçatuba","2016","Muito Pequeno","C+","B","C","B+","B+","C","C","C+","R$ 15,419,101.27","R$ 14,437,586.90","2840"
"Bento de Abreu","Região Administrativa de Araçatuba","2014","Muito Pequeno","C+","B+","B+","B+","C+","C","C","B","R$ 14,611,033.64","R$ 15,712,960.19","2785"
"Bento de Abreu","Região Administrativa de Araçatuba","2015","Muito Pequeno","B","B","B","B+","B+","C","C","B","R$ 14,133,618.94","R$ 14,444,743.84","2814"
"Bento de Abreu","Região Administrativa de Araçatuba","2017","Muito Pequeno","C+","B","C+","B","B+","C","C+","B","R$ 15,558,561.94","R$ 16,170,831.82","2925"
"Bernardino de Campos","Região Administrativa de Marília","2014","Pequeno","B+","B+","C+","B+","C","C","C+","B","R$ 24,916,498.71","R$ 25,953,536.43","10771"
"Bernardino de Campos","Região Administrativa de Marília","2016","Pequeno","B+","B","B","B","C","C","C+","B","R$ 27,997,654.58","R$ 28,516,783.29","10773"
"Bernardino de Campos","Região Administrativa de Marília","2017","Pequeno","C+","B+","C","B+","C","C","C","C+","R$ 28,898,754.34","R$ 29,495,335.63","11180"
"Bernardino de Campos","Região Administrativa de Marília","2015","Pequeno","B","B+","B","B+","C","C","C+","B","R$ 26,211,841.05","R$ 27,033,753.53","10770"
"Bertioga","Região Administrativa de Santos","2015","Médio","B","B","C","B","B","A","C","C+","R$ 368,594,289.93","R$ 321,486,880.43","55660"
"Bertioga","Região Administrativa de Santos","2017","Médio","C+","B","C","C+","B","B","B","C+","R$ 417,880,485.30","R$ 349,538,468.11","59297"
"Bertioga","Região Administrativa de Santos","2016","Médio","B","B","C","B","C+","B","C","C+","R$ 439,687,312.93","R$ 357,019,640.62","57109"
"Bertioga","Região Administrativa de Santos","2014","Médio","B+","B","B","B","C+","A","C+","B","R$ 364,562,137.67","R$ 315,981,536.15","53915"
"Bilac","Região Administrativa de Araçatuba","2017","Pequeno","C+","B","C","B","B","C","C","C+","R$ 27,222,309.36","R$ 25,293,080.59","7837"
"Bilac","Região Administrativa de Araçatuba","2016","Pequeno","C","B","C","B+","B+","C","C","C","R$ 25,176,944.13","R$ 23,739,630.07","7537"
"Bilac","Região Administrativa de Araçatuba","2014","Pequeno","B+","B+","C","B+","B","C+","B","B","R$ 24,487,921.01","R$ 25,014,228.29","7381"
"Bilac","Região Administrativa de Araçatuba","2015","Pequeno","B+","B+","C","B+","B+","C","C+","B","R$ 24,241,928.10","R$ 24,584,231.19","7469"
"Birigui","Região Administrativa de Araçatuba","2017","Médio","B","B","C","B","B","B+","B+","C+","R$ 341,647,822.76","R$ 350,718,051.17","120692"
"Birigui","Região Administrativa de Araçatuba","2016","Médio","B","B","C","B+","B","B+","B","B","R$ 352,702,667.42","R$ 313,857,621.89","116637"
"Birigui","Região Administrativa de Araçatuba","2014","Médio","B+","B+","C","B+","B","A","B","B","R$ 299,534,305.75","R$ 268,640,856.31","114081"
"Birigui","Região Administrativa de Araçatuba","2015","Médio","B+","B","C","B+","B","B+","B","B","R$ 304,154,780.03","R$ 289,117,315.85","115495"
"Biritiba-Mirim","Região Metropolitana de São Paulo","2016","Médio","B","C+","C","B+","C","C","C","C+","R$ 73,785,013.17","R$ 66,451,065.74","30822"
"Biritiba-Mirim","Região Metropolitana de São Paulo","2017","Médio","C","C","C","C","C","C","C","C","R$ 72,885,311.53","R$ 70,330,979.76","31793"
"Biritiba-Mirim","Região Metropolitana de São Paulo","2014","Médio","A","C+","C","B","C","A","C","B","R$ 62,778,240.36","R$ 58,876,729.94","30062"
"Biritiba-Mirim","Região Metropolitana de São Paulo","2015","Médio","C+","C+","C","B+","C","C+","C","C+","R$ 67,049,538.17","R$ 61,566,420.18","30455"
"Boa Esperança do Sul","Região Administrativa Central","2017","Pequeno","C+","B","C","B+","C","C","C+","C+","R$ 41,710,224.09","R$ 40,190,625.52","14727"
"Boa Esperança do Sul","Região Administrativa Central","2014","Pequeno","B","B+","C","B","C","C+","C+","B","R$ 39,106,698.68","R$ 41,873,830.80","14022"
"Boa Esperança do Sul","Região Administrativa Central","2015","Pequeno","B","B+","C","B","C","C","C+","C+","R$ 38,551,463.03","R$ 38,677,832.09","14120"
"Boa Esperança do Sul","Região Administrativa Central","2016","Pequeno","B","B","B","B+","C","C","C+","C+","R$ 42,728,278.78","R$ 41,603,227.26","14211"
"Bocaina","Região Administrativa de Bauru","2016","Pequeno","B+","B+","B+","B+","C","B+","C+","B+","R$ 36,010,654.74","R$ 33,824,147.89","11646"
"Bocaina","Região Administrativa de Bauru","2014","Pequeno","A","B","B","B+","B","B","B","B","R$ 30,887,379.06","R$ 34,661,535.81","11387"
"Bocaina","Região Administrativa de Bauru","2017","Pequeno","B+","B","C+","C","B","B+","B","B","R$ 33,397,779.75","R$ 37,442,815.88","12040"
"Bocaina","Região Administrativa de Bauru","2015","Pequeno","B","B","B","B+","C+","B","C+","B","R$ 33,121,584.07","R$ 32,187,197.27","11527"
"Bofete","Região Administrativa de Sorocaba","2014","Pequeno","B+","B","C","B+","C+","C","C+","B","R$ 32,181,553.70","R$ 31,899,796.21","10215"
"Bofete","Região Administrativa de Sorocaba","2016","Pequeno","C+","B","C","B","B","B","C+","C+","R$ 34,187,546.50","R$ 33,178,396.68","10512"
"Bofete","Região Administrativa de Sorocaba","2015","Pequeno","B","B+","C","B","B","C+","C+","B","R$ 31,013,431.54","R$ 32,867,446.71","10376"
"Bofete","Região Administrativa de Sorocaba","2017","Pequeno","B","B","C","B+","B+","C","B","B","R$ 34,685,700.74","R$ 32,956,671.60","11236"
"Boituva","Região Administrativa de Sorocaba","2017","Médio","C+","B","C","C","B","A","B","C+","R$ 179,560,412.89","R$ 190,516,180.94","57910"
"Boituva","Região Administrativa de Sorocaba","2014","Médio","A","B","C","B","B","B","B+","B","R$ 168,747,549.83","R$ 165,406,659.28","52177"
"Boituva","Região Administrativa de Sorocaba","2016","Médio","B+","B+","C+","B+","B","A","B","B+","R$ 174,010,431.71","R$ 187,597,431.86","54017"
"Boituva","Região Administrativa de Sorocaba","2015","Médio","B+","B+","C","B+","B","B+","B","B","R$ 179,792,642.53","R$ 180,862,930.52","53228"
"Bom Jesus dos Perdões","Região Administrativa de Campinas","2016","Médio","B","C","C+","B","C","C","C","C+","R$ 73,005,871.16","R$ 70,103,563.01","22541"
"Bom Jesus dos Perdões","Região Administrativa de Campinas","2017","Médio","C","C+","C","B","C","B+","C","C","R$ 76,288,640.09","R$ 67,840,876.37","24023"
"Bom Jesus dos Perdões","Região Administrativa de Campinas","2015","Médio","B+","B","C","B","C+","B","B+","B","R$ 67,419,781.23","R$ 66,040,650.73","22123"
"Bom Jesus dos Perdões","Região Administrativa de Campinas","2014","Médio","B+","B+","B+","C+","C","B","B","B","R$ 65,774,947.30","R$ 70,578,009.09","21604"
"Bom Sucesso de Itararé","Região Administrativa de Itapeva","2014","Muito Pequeno","B+","A","C","B+","C","C+","C","B","R$ 13,207,669.38","R$ 13,233,757.73","3676"
"Bom Sucesso de Itararé","Região Administrativa de Itapeva","2017","Muito Pequeno","C+","B","C","C+","C","C","C","C","R$ 14,778,401.38","R$ 14,893,400.22","3888"
"Bom Sucesso de Itararé","Região Administrativa de Itapeva","2016","Muito Pequeno","B+","B","C","B+","C","C","C","C+","R$ 14,299,675.95","R$ 14,073,016.29","3734"
"Bom Sucesso de Itararé","Região Administrativa de Itapeva","2015","Muito Pequeno","B","B+","C","B","C","C","C","B","R$ 12,816,490.44","R$ 13,900,876.68","3703"
"Boracéia","Região Administrativa de Bauru","2014","Muito Pequeno","B","B+","B","B","B+","C","C","B","R$ 22,198,330.45","R$ 25,277,567.98","4468"
"Boracéia","Região Administrativa de Bauru","2015","Muito Pequeno","B","A","B+","B","C","C","B","B","R$ 23,539,011.74","R$ 22,106,604.43","4521"
"Boracéia","Região Administrativa de Bauru","2016","Muito Pequeno","B","A","C","B+","B","C","B","B","R$ 23,590,725.62","R$ 21,274,853.73","4568"
"Boracéia","Região Administrativa de Bauru","2017","Muito Pequeno","C","B+","C","C+","B","B+","B","C+","R$ 21,354,416.14","R$ 22,243,778.09","4717"
"Borborema","Região Administrativa Central","2015","Pequeno","B","B+","C+","B","B+","C","B","B","R$ 37,825,792.76","R$ 40,292,424.22","14976"
